timestamp,real_temperature,feeling_temperature,humidity,wind_speed,weather,is_holiday,is_weekend,season,used_bikes
2015-01-05 07:00:00,7.0,6.0,74.9,6.5,broken clouds,0.0,0.0,winter,1513
2015-01-05 08:00:00,8.0,7.5,73.10000000000001,5.0,broken clouds,0.0,0.0,winter,2995
2015-01-05 09:00:00,8.0,7.0,75.8,6.0,broken clouds,0.0,0.0,winter,1271
2015-01-05 10:00:00,9.0,8.0,78.05,6.5,broken clouds,0.0,0.0,winter,538
2015-01-05 11:00:00,9.0,7.5,83.45,10.0,broken clouds,0.0,0.0,winter,553
2015-01-05 12:00:00,10.0,8.0,78.5,11.0,broken clouds,0.0,0.0,winter,722
2015-01-05 13:00:00,10.0,8.5,75.8,10.0,broken clouds,0.0,0.0,winter,827
2015-01-05 14:00:00,10.0,9.0,75.8,9.0,broken clouds,0.0,0.0,winter,636
2015-01-05 15:00:00,10.0,8.5,73.10000000000001,10.0,broken clouds,0.0,0.0,winter,764
2015-01-05 16:00:00,10.0,8.5,68.15,13.0,broken clouds,0.0,0.0,winter,1129
2015-01-05 17:00:00,9.5,7.5,68.15,12.0,broken clouds,0.0,0.0,winter,2616
2015-01-05 18:00:00,9.5,7.5,64.1,14.0,broken clouds,0.0,0.0,winter,2263
2015-01-05 19:00:00,9.0,6.5,65.9,14.0,broken clouds,0.0,0.0,winter,1207
2015-01-05 20:00:00,9.0,7.0,65.9,14.0,broken clouds,0.0,0.0,winter,659
2015-01-05 21:00:00,9.0,7.0,65.9,11.0,broken clouds,0.0,0.0,winter,389
2015-01-05 22:00:00,9.0,7.5,65.9,10.0,cloudy,0.0,0.0,winter,307
2015-01-05 23:00:00,8.5,7.5,68.15,8.0,cloudy,0.0,0.0,winter,181
2015-01-06 00:00:00,8.0,6.5,70.4,8.0,cloudy,0.0,0.0,winter,86
2015-01-06 01:00:00,8.0,6.5,70.4,8.0,cloudy,0.0,0.0,winter,69
2015-01-06 02:00:00,8.0,6.0,70.4,11.0,cloudy,0.0,0.0,winter,31
2015-01-06 03:00:00,8.0,5.5,70.4,14.0,cloudy,0.0,0.0,winter,18
2015-01-06 04:00:00,8.5,6.5,68.15,11.0,cloudy,0.0,0.0,winter,37
2015-01-06 05:00:00,8.0,5.5,75.8,14.0,cloudy,0.0,0.0,winter,70
2015-01-06 06:00:00,8.0,5.0,78.05,15.0,broken clouds,0.0,0.0,winter,502
2015-01-06 07:00:00,9.0,7.0,75.8,13.0,broken clouds,0.0,0.0,winter,1625
2015-01-06 08:00:00,9.0,7.0,75.8,12.0,light rain,0.0,0.0,winter,3348
2015-01-06 09:00:00,9.0,6.5,80.3,16.0,light rain,0.0,0.0,winter,1490
2015-01-06 10:00:00,10.0,7.5,81.2,19.5,broken clouds,0.0,0.0,winter,601
2015-01-06 11:00:00,10.0,8.0,81.2,18.0,broken clouds,0.0,0.0,winter,521
2015-01-06 12:00:00,11.0,11.0,78.5,19.0,light rain,0.0,0.0,winter,374
2015-01-06 13:00:00,9.5,6.0,78.05,27.5,broken clouds,0.0,0.0,winter,403
2015-01-06 14:00:00,9.0,6.0,65.9,26.0,broken clouds,0.0,0.0,winter,548
2015-01-06 15:00:00,8.0,4.5,65.9,23.0,few clouds,0.0,0.0,winter,680
2015-01-06 16:00:00,8.0,5.0,63.65,19.5,few clouds,0.0,0.0,winter,1121
2015-01-06 17:00:00,7.5,4.0,65.9,22.0,clear,0.0,0.0,winter,2522
2015-01-06 18:00:00,7.0,4.0,65.9,17.5,clear,0.0,0.0,winter,2473
2015-01-06 19:00:00,6.0,3.0,70.4,15.0,clear,0.0,0.0,winter,1328
2015-01-06 20:00:00,5.5,2.5,72.65,15.0,clear,0.0,0.0,winter,682
2015-01-06 21:00:00,5.0,2.0,74.9,15.0,clear,0.0,0.0,winter,468
2015-01-06 22:00:00,4.5,1.5,74.9,13.0,clear,0.0,0.0,winter,325
2015-01-06 23:00:00,4.0,1.0,77.60000000000001,12.0,clear,0.0,0.0,winter,200
2015-01-07 00:00:00,4.0,1.0,74.9,12.0,clear,0.0,0.0,winter,96
2015-01-07 01:00:00,4.0,1.0,74.9,11.0,clear,0.0,0.0,winter,56
2015-01-07 02:00:00,4.0,1.5,74.9,10.0,clear,0.0,0.0,winter,31
2015-01-07 03:00:00,3.5,1.0,77.60000000000001,9.0,few clouds,0.0,0.0,winter,24
2015-01-07 04:00:00,4.0,1.5,74.9,10.0,few clouds,0.0,0.0,winter,31
2015-01-07 05:00:00,4.0,2.0,80.3,9.0,clear,0.0,0.0,winter,75
2015-01-07 06:00:00,5.0,2.5,74.9,10.0,clear,0.0,0.0,winter,498
2015-01-07 07:00:00,5.5,2.5,74.9,13.0,clear,0.0,0.0,winter,1664
2015-01-07 08:00:00,6.5,3.5,74.9,15.0,few clouds,0.0,0.0,winter,3428
2015-01-07 09:00:00,8.0,5.0,70.4,19.0,broken clouds,0.0,0.0,winter,1624
2015-01-07 10:00:00,8.0,5.0,75.8,19.5,few clouds,0.0,0.0,winter,722
2015-01-07 11:00:00,9.0,6.0,70.4,21.0,few clouds,0.0,0.0,winter,653
2015-01-07 12:00:00,9.0,5.5,70.4,27.0,few clouds,0.0,0.0,winter,865
2015-01-07 13:00:00,9.5,6.0,66.35000000000001,28.0,few clouds,0.0,0.0,winter,930
2015-01-07 14:00:00,10.0,6.5,57.800000000000004,28.5,few clouds,0.0,0.0,winter,741
2015-01-07 15:00:00,9.0,6.0,63.65,25.0,few clouds,0.0,0.0,winter,752
2015-01-07 16:00:00,9.0,6.0,70.4,25.0,broken clouds,0.0,0.0,winter,1109
2015-01-07 17:00:00,9.5,6.5,66.35000000000001,24.0,broken clouds,0.0,0.0,winter,2508
2015-01-07 18:00:00,10.0,7.0,65.9,30.0,broken clouds,0.0,0.0,winter,2443
2015-01-07 20:00:00,10.0,6.5,73.10000000000001,30.5,broken clouds,0.0,0.0,winter,622
2015-01-07 21:00:00,10.0,7.0,75.8,27.0,light rain,0.0,0.0,winter,488
2015-01-07 22:00:00,10.0,7.0,75.8,27.0,light rain,0.0,0.0,winter,392
2015-01-07 23:00:00,10.0,7.0,78.5,24.0,light rain,0.0,0.0,winter,195
2015-01-08 00:00:00,11.0,11.0,75.8,26.0,cloudy,0.0,0.0,winter,116
2015-01-08 01:00:00,11.5,11.5,78.5,24.0,broken clouds,0.0,0.0,winter,53
2015-01-08 02:00:00,12.0,12.0,75.8,25.0,broken clouds,0.0,0.0,winter,48
2015-01-08 03:00:00,12.0,12.0,78.5,22.0,broken clouds,0.0,0.0,winter,31
2015-01-08 04:00:00,12.0,12.0,81.2,20.5,light rain,0.0,0.0,winter,30
2015-01-08 05:00:00,12.0,12.0,74.0,20.5,light rain,0.0,0.0,winter,82
2015-01-08 06:00:00,11.5,11.5,69.05,17.0,broken clouds,0.0,0.0,winter,484
2015-01-08 07:00:00,10.5,9.5,76.25,17.0,light rain,0.0,0.0,winter,930
2015-01-08 08:00:00,9.5,7.5,80.75,14.0,light rain,0.0,0.0,winter,1163
2015-01-08 09:00:00,9.0,7.0,80.3,13.0,light rain,0.0,0.0,winter,542
2015-01-08 10:00:00,9.0,7.0,80.3,14.0,light rain,0.0,0.0,winter,175
2015-01-08 11:00:00,9.0,6.0,75.8,20.5,light rain,0.0,0.0,winter,182
2015-01-08 12:00:00,9.0,6.5,78.05,17.0,few clouds,0.0,0.0,winter,494
2015-01-08 13:00:00,9.0,5.5,73.10000000000001,27.0,few clouds,0.0,0.0,winter,636
2015-01-08 14:00:00,10.0,7.0,65.9,22.0,few clouds,0.0,0.0,winter,721
2015-01-08 15:00:00,9.0,6.0,65.9,22.0,few clouds,0.0,0.0,winter,740
2015-01-08 16:00:00,9.0,6.0,65.9,19.5,few clouds,0.0,0.0,winter,1148
2015-01-08 17:00:00,9.0,6.0,70.4,22.0,few clouds,0.0,0.0,winter,2227
2015-01-08 18:00:00,8.5,5.5,68.15,22.5,clear,0.0,0.0,winter,1999
2015-01-08 19:00:00,8.0,5.0,68.15,20.5,clear,0.0,0.0,winter,1174
2015-01-08 20:00:00,8.0,5.0,70.4,17.0,clear,0.0,0.0,winter,712
2015-01-08 21:00:00,8.0,4.5,70.4,20.5,clear,0.0,0.0,winter,433
2015-01-08 22:00:00,8.5,5.5,68.15,21.0,clear,0.0,0.0,winter,400
2015-01-08 23:00:00,9.0,5.5,70.4,27.0,few clouds,0.0,0.0,winter,253
2015-01-09 00:00:00,10.0,7.0,65.9,28.0,few clouds,0.0,0.0,winter,139
2015-01-09 01:00:00,10.0,7.0,68.15,30.0,light rain,0.0,0.0,winter,56
2015-01-09 02:00:00,10.0,6.5,73.10000000000001,29.5,light rain,0.0,0.0,winter,61
2015-01-09 03:00:00,11.0,11.0,73.55,29.0,broken clouds,0.0,0.0,winter,39
2015-01-09 04:00:00,11.0,11.0,78.5,33.0,broken clouds,0.0,0.0,winter,44
2015-01-09 05:00:00,11.5,11.5,78.5,33.0,broken clouds,0.0,0.0,winter,80
2015-01-09 06:00:00,12.0,12.0,75.8,32.5,broken clouds,0.0,0.0,winter,417
2015-01-09 07:00:00,12.0,12.0,75.8,31.5,broken clouds,0.0,0.0,winter,1509
2015-01-09 08:00:00,12.0,12.0,73.55,25.0,few clouds,0.0,0.0,winter,3321
2015-01-09 09:00:00,12.0,12.0,69.05,30.0,few clouds,0.0,0.0,winter,1675
2015-01-09 10:00:00,12.5,12.5,64.55000000000001,29.5,clear,0.0,0.0,winter,757
2015-01-09 11:00:00,13.0,13.0,62.300000000000004,28.0,clear,0.0,0.0,winter,763
2015-01-09 12:00:00,13.0,13.0,62.300000000000004,26.0,clear,0.0,0.0,winter,996
2015-01-09 13:00:00,13.0,13.0,58.7,30.0,clear,0.0,0.0,winter,1021
2015-01-09 14:00:00,13.0,13.0,58.7,26.0,few clouds,0.0,0.0,winter,924
2015-01-09 15:00:00,13.5,13.5,62.75,33.5,light rain,0.0,0.0,winter,864
2015-01-09 16:00:00,13.0,13.0,73.55,37.0,light rain,0.0,0.0,winter,1164
2015-01-09 17:00:00,13.5,13.5,78.5,35.0,light rain,0.0,0.0,winter,2282
2015-01-09 18:00:00,15.0,15.0,75.8,36.0,light rain,0.0,0.0,winter,1879
2015-01-09 19:00:00,15.5,15.5,71.3,41.0,light rain,0.0,0.0,winter,1036
2015-01-09 20:00:00,15.0,15.0,66.8,44.0,broken clouds,0.0,0.0,winter,650
2015-01-09 21:00:00,15.0,15.0,63.2,41.0,broken clouds,0.0,0.0,winter,419
2015-01-09 22:00:00,15.0,15.0,63.2,40.0,broken clouds,0.0,0.0,winter,439
2015-01-09 23:00:00,14.0,14.0,71.3,41.5,cloudy,0.0,0.0,winter,397
2015-01-10 00:00:00,14.0,14.0,71.3,39.0,cloudy,0.0,1.0,winter,371
2015-01-10 01:00:00,14.0,14.0,71.3,40.0,cloudy,0.0,1.0,winter,262
2015-01-10 02:00:00,14.0,14.0,66.8,40.5,broken clouds,0.0,1.0,winter,179
2015-01-10 03:00:00,13.0,13.0,71.3,41.0,broken clouds,0.0,1.0,winter,144
2015-01-10 04:00:00,13.0,13.0,71.3,36.0,broken clouds,0.0,1.0,winter,85
2015-01-10 05:00:00,13.0,13.0,71.3,35.0,broken clouds,0.0,1.0,winter,49
2015-01-10 06:00:00,13.0,13.0,75.8,35.0,light rain,0.0,1.0,winter,65
2015-01-10 07:00:00,13.0,13.0,73.55,35.0,broken clouds,0.0,1.0,winter,135
2015-01-10 08:00:00,14.0,14.0,69.05,40.0,broken clouds,0.0,1.0,winter,304
2015-01-10 09:00:00,14.0,14.0,71.3,48.0,broken clouds,0.0,1.0,winter,586
2015-01-10 10:00:00,14.0,14.0,69.05,41.0,light rain,0.0,1.0,winter,717
2015-01-10 11:00:00,11.5,11.5,62.75,42.5,broken clouds,0.0,1.0,winter,758
2015-01-10 12:00:00,11.5,11.5,54.2,41.5,few clouds,0.0,1.0,winter,1128
2015-01-10 13:00:00,10.5,8.5,50.6,38.0,broken clouds,0.0,1.0,winter,1321
2015-01-10 14:00:00,9.0,4.5,50.6,42.5,broken clouds,0.0,1.0,winter,1286
2015-01-10 15:00:00,9.0,5.0,45.2,35.0,few clouds,0.0,1.0,winter,1360
2015-01-10 16:00:00,8.0,4.0,48.35,27.0,clear,0.0,1.0,winter,1203
2015-01-10 17:00:00,8.0,4.0,48.35,29.0,few clouds,0.0,1.0,winter,998
2015-01-10 18:00:00,7.0,3.0,51.5,26.0,clear,0.0,1.0,winter,804
2015-01-10 19:00:00,6.0,2.0,53.300000000000004,26.0,clear,0.0,1.0,winter,682
2015-01-10 20:00:00,6.0,2.0,53.300000000000004,25.0,clear,0.0,1.0,winter,526
2015-01-10 21:00:00,6.0,2.0,53.300000000000004,21.0,clear,0.0,1.0,winter,330
2015-01-10 22:00:00,5.0,1.0,61.4,20.0,clear,0.0,1.0,winter,317
2015-01-10 23:00:00,5.0,1.0,61.4,19.5,clear,0.0,1.0,winter,316
2015-01-11 00:00:00,4.5,0.5,67.25,22.0,clear,0.0,1.0,winter,341
2015-01-11 01:00:00,4.0,-0.5,69.5,22.0,clear,0.0,1.0,winter,241
2015-01-11 02:00:00,4.0,-0.5,69.5,23.0,clear,0.0,1.0,winter,187
2015-01-11 03:00:00,4.0,-1.0,69.5,27.0,few clouds,0.0,1.0,winter,127
2015-01-11 04:00:00,4.0,-1.0,67.25,28.0,clear,0.0,1.0,winter,70
2015-01-11 05:00:00,4.0,-1.0,65.0,27.0,clear,0.0,1.0,winter,54
2015-01-11 06:00:00,4.5,0.0,63.2,24.0,clear,0.0,1.0,winter,63
2015-01-11 07:00:00,5.0,1.0,61.4,24.0,clear,0.0,1.0,winter,88
2015-01-11 08:00:00,5.0,0.0,61.4,29.5,clear,0.0,1.0,winter,228
2015-01-11 09:00:00,5.5,0.5,59.15,29.0,clear,0.0,1.0,winter,509
2015-01-11 10:00:00,6.5,2.0,56.9,30.0,clear,0.0,1.0,winter,873
2015-01-11 11:00:00,7.5,3.5,55.1,27.0,clear,0.0,1.0,winter,1182
2015-01-11 12:00:00,8.5,4.5,51.95,27.0,clear,0.0,1.0,winter,1473
2015-01-11 13:00:00,9.0,5.0,52.4,28.0,few clouds,0.0,1.0,winter,1717
2015-01-11 14:00:00,9.0,5.0,56.0,28.0,few clouds,0.0,1.0,winter,1553
2015-01-11 15:00:00,8.5,5.0,59.6,26.0,broken clouds,0.0,1.0,winter,1387
2015-01-11 16:00:00,8.0,4.5,61.4,23.0,broken clouds,0.0,1.0,winter,1039
2015-01-11 17:00:00,8.0,5.0,65.9,20.5,light rain,0.0,1.0,winter,783
2015-01-11 18:00:00,8.0,4.0,68.15,25.0,light rain,0.0,1.0,winter,491
2015-01-11 19:00:00,8.0,4.0,68.15,24.0,broken clouds,0.0,1.0,winter,467
2015-01-11 20:00:00,8.0,4.5,65.9,26.0,light rain,0.0,1.0,winter,298
2015-01-11 21:00:00,8.0,4.0,65.9,30.0,light rain,0.0,1.0,winter,246
2015-01-11 22:00:00,9.0,5.0,61.4,37.0,light rain,0.0,1.0,winter,224
2015-01-11 23:00:00,9.0,5.0,65.9,30.5,broken clouds,0.0,1.0,winter,159
2015-01-12 00:00:00,9.0,5.0,63.65,29.0,few clouds,0.0,0.0,winter,110
2015-01-12 01:00:00,10.0,6.0,56.0,34.0,cloudy,0.0,0.0,winter,42
2015-01-12 02:00:00,10.0,7.0,60.050000000000004,30.0,cloudy,0.0,0.0,winter,27
2015-01-12 03:00:00,10.0,6.5,62.300000000000004,30.5,broken clouds,0.0,0.0,winter,34
2015-01-12 04:00:00,10.0,6.5,62.300000000000004,33.5,broken clouds,0.0,0.0,winter,24
2015-01-12 05:00:00,10.0,6.0,62.300000000000004,35.0,broken clouds,0.0,0.0,winter,81
2015-01-12 06:00:00,10.0,6.0,68.15,31.0,light rain,0.0,0.0,winter,410
2015-01-12 07:00:00,10.0,7.0,70.4,30.0,light rain,0.0,0.0,winter,1460
2015-01-12 08:00:00,10.0,6.0,70.4,31.0,broken clouds,0.0,0.0,winter,3238
2015-01-12 09:00:00,11.5,11.5,62.300000000000004,32.5,broken clouds,0.0,0.0,winter,1735
2015-01-12 10:00:00,12.0,12.0,62.300000000000004,33.0,broken clouds,0.0,0.0,winter,685
2015-01-12 11:00:00,12.0,12.0,69.05,39.0,broken clouds,0.0,0.0,winter,619
2015-01-12 12:00:00,12.0,12.0,73.55,29.5,broken clouds,0.0,0.0,winter,663
2015-01-12 13:00:00,12.0,12.0,73.55,29.5,broken clouds,0.0,0.0,winter,597
2015-01-12 14:00:00,12.5,12.5,71.3,33.0,light rain,0.0,0.0,winter,492
2015-01-12 15:00:00,12.0,12.0,75.8,25.0,light rain,0.0,0.0,winter,354
2015-01-12 16:00:00,12.0,12.0,75.8,22.5,light rain,0.0,0.0,winter,633
2015-01-12 17:00:00,11.5,11.5,81.2,22.0,light rain,0.0,0.0,winter,1430
2015-01-12 18:00:00,11.0,11.0,86.60000000000001,22.0,light rain,0.0,0.0,winter,1123
2015-01-12 19:00:00,11.5,11.5,78.5,22.0,light rain,0.0,0.0,winter,1076
2015-01-12 20:00:00,12.0,12.0,75.8,20.0,cloudy,0.0,0.0,winter,713
2015-01-12 21:00:00,12.0,12.0,78.5,18.5,light rain,0.0,0.0,winter,483
2015-01-12 22:00:00,12.0,12.0,81.2,21.0,light rain,0.0,0.0,winter,174
2015-01-12 23:00:00,12.0,12.0,81.2,23.0,light rain,0.0,0.0,winter,81
2015-01-13 00:00:00,12.0,12.0,81.2,25.0,light rain,0.0,0.0,winter,60
2015-01-13 01:00:00,12.0,12.0,81.2,30.0,light rain,0.0,0.0,winter,27
2015-01-13 02:00:00,11.5,11.5,81.2,24.5,light rain,0.0,0.0,winter,19
2015-01-13 03:00:00,11.0,11.0,78.5,19.0,light rain,0.0,0.0,winter,12
2015-01-13 04:00:00,11.0,11.0,75.8,21.0,light rain,0.0,0.0,winter,31
2015-01-13 05:00:00,10.5,9.0,73.55,21.0,light rain,0.0,0.0,winter,107
2015-01-13 06:00:00,10.0,7.5,75.8,20.5,few clouds,0.0,0.0,winter,568
2015-01-13 07:00:00,9.5,6.5,73.10000000000001,21.0,light rain,0.0,0.0,winter,1500
2015-01-13 08:00:00,9.0,6.5,65.9,16.0,few clouds,0.0,0.0,winter,3752
2015-01-13 09:00:00,9.0,6.0,65.9,18.0,few clouds,0.0,0.0,winter,1980
2015-01-13 10:00:00,9.0,6.5,65.9,17.5,clear,0.0,0.0,winter,909
2015-01-13 11:00:00,9.0,6.0,63.65,18.0,few clouds,0.0,0.0,winter,820
2015-01-13 12:00:00,9.5,6.5,59.6,20.5,light rain,0.0,0.0,winter,965
2015-01-13 13:00:00,9.0,5.5,68.15,27.5,light rain,0.0,0.0,winter,681
2015-01-13 14:00:00,8.5,4.5,65.9,29.0,light rain,0.0,0.0,winter,768
2015-01-13 15:00:00,8.0,4.5,68.15,21.5,few clouds,0.0,0.0,winter,836
2015-01-13 16:00:00,7.5,4.0,63.65,23.0,few clouds,0.0,0.0,winter,1318
2015-01-13 17:00:00,7.0,3.0,65.9,22.0,few clouds,0.0,0.0,winter,2734
2015-01-13 18:00:00,7.0,4.5,65.9,14.0,light rain,0.0,0.0,winter,2519
2015-01-13 19:00:00,6.0,2.5,70.4,19.5,light rain,0.0,0.0,winter,1466
2015-01-13 20:00:00,5.5,1.5,70.4,21.0,few clouds,0.0,0.0,winter,897
2015-01-13 21:00:00,5.0,1.0,70.4,23.0,few clouds,0.0,0.0,winter,625
2015-01-13 22:00:00,5.0,2.0,70.4,17.0,clear,0.0,0.0,winter,474
2015-01-13 23:00:00,5.0,1.0,65.0,19.5,clear,0.0,0.0,winter,322
2015-01-14 00:00:00,5.0,0.5,61.4,26.0,clear,0.0,0.0,winter,159
2015-01-14 01:00:00,5.0,0.0,61.4,30.0,clear,0.0,0.0,winter,74
2015-01-14 02:00:00,5.0,0.5,61.4,24.0,clear,0.0,0.0,winter,56
2015-01-14 03:00:00,4.5,0.5,67.25,21.0,clear,0.0,0.0,winter,51
2015-01-14 04:00:00,4.5,1.5,67.25,14.0,clear,0.0,0.0,winter,41
2015-01-14 05:00:00,5.0,1.5,65.0,17.5,clear,0.0,0.0,winter,88
2015-01-14 06:00:00,5.0,1.0,65.0,23.0,broken clouds,0.0,0.0,winter,530
2015-01-14 07:00:00,4.5,-1.0,63.2,30.5,few clouds,0.0,0.0,winter,1724
2015-01-14 08:00:00,4.0,-1.0,65.0,26.0,few clouds,0.0,0.0,winter,3699
2015-01-14 09:00:00,4.5,-0.5,63.2,29.0,few clouds,0.0,0.0,winter,1955
2015-01-14 10:00:00,5.0,0.0,65.0,30.5,few clouds,0.0,0.0,winter,796
2015-01-14 11:00:00,5.5,1.0,60.95,27.0,few clouds,0.0,0.0,winter,693
2015-01-14 12:00:00,6.5,2.5,55.1,27.0,few clouds,0.0,0.0,winter,959
2015-01-14 13:00:00,7.0,3.0,53.300000000000004,24.0,few clouds,0.0,0.0,winter,1010
2015-01-14 14:00:00,7.0,3.5,51.5,22.0,few clouds,0.0,0.0,winter,865
2015-01-14 15:00:00,7.0,4.0,51.5,18.0,clear,0.0,0.0,winter,918
2015-01-14 16:00:00,7.0,4.5,55.1,16.0,clear,0.0,0.0,winter,1293
2015-01-14 17:00:00,7.5,4.5,59.6,16.0,few clouds,0.0,0.0,winter,2499
2015-01-14 18:00:00,8.0,4.5,65.9,21.5,few clouds,0.0,0.0,winter,1870
2015-01-14 19:00:00,9.0,5.5,65.9,27.0,broken clouds,0.0,0.0,winter,1188
2015-01-14 20:00:00,10.0,6.0,64.1,31.0,broken clouds,0.0,0.0,winter,838
2015-01-14 21:00:00,10.0,6.0,65.9,38.0,light rain,0.0,0.0,winter,508
2015-01-14 22:00:00,9.5,5.5,70.85000000000001,39.0,light rain,0.0,0.0,winter,325
2015-01-14 23:00:00,10.0,6.0,73.10000000000001,40.0,snowfall,0.0,0.0,winter,178
2015-01-15 00:00:00,10.0,6.0,75.8,40.0,light rain,0.0,0.0,winter,86
2015-01-15 01:00:00,11.0,11.0,73.55,40.0,snowfall,0.0,0.0,winter,62
2015-01-15 02:00:00,11.0,11.0,75.8,44.5,snowfall,0.0,0.0,winter,23
2015-01-15 03:00:00,11.5,11.5,73.55,45.0,light rain,0.0,0.0,winter,21
2015-01-15 04:00:00,11.0,11.0,71.3,37.0,snowfall,0.0,0.0,winter,21
2015-01-15 05:00:00,10.0,6.5,73.10000000000001,31.5,light rain,0.0,0.0,winter,58
2015-01-15 06:00:00,9.5,5.5,68.15,29.5,light rain,0.0,0.0,winter,455
2015-01-15 07:00:00,9.0,6.0,68.15,23.0,few clouds,0.0,0.0,winter,1603
2015-01-15 08:00:00,9.0,6.0,61.4,21.0,clear,0.0,0.0,winter,3480
2015-01-15 09:00:00,9.0,6.0,68.15,19.5,few clouds,0.0,0.0,winter,1839
2015-01-15 10:00:00,9.0,6.0,70.4,21.0,few clouds,0.0,0.0,winter,799
2015-01-15 11:00:00,9.0,6.0,61.4,26.0,few clouds,0.0,0.0,winter,690
2015-01-15 12:00:00,8.5,5.0,65.9,25.0,light rain,0.0,0.0,winter,791
2015-01-15 13:00:00,9.0,5.0,59.6,32.5,few clouds,0.0,0.0,winter,952
2015-01-15 14:00:00,9.0,5.0,56.0,30.5,few clouds,0.0,0.0,winter,784
2015-01-15 15:00:00,9.0,5.0,48.800000000000004,36.0,few clouds,0.0,0.0,winter,864
2015-01-15 16:00:00,8.0,4.0,49.7,29.0,few clouds,0.0,0.0,winter,1183
2015-01-15 17:00:00,7.5,3.5,51.5,29.5,few clouds,0.0,0.0,winter,2391
2015-01-15 18:00:00,7.0,3.0,53.300000000000004,29.5,few clouds,0.0,0.0,winter,2349
2015-01-15 19:00:00,8.0,4.0,48.35,29.5,few clouds,0.0,0.0,winter,1282
2015-01-15 20:00:00,7.0,2.0,47.9,34.0,few clouds,0.0,0.0,winter,767
2015-01-15 21:00:00,6.5,1.5,53.300000000000004,32.0,clear,0.0,0.0,winter,560
2015-01-15 22:00:00,6.5,1.5,55.1,33.0,few clouds,0.0,0.0,winter,407
2015-01-15 23:00:00,7.0,3.0,53.300000000000004,29.5,clear,0.0,0.0,winter,285
2015-01-16 00:00:00,7.0,3.0,49.7,31.0,clear,0.0,0.0,winter,197
2015-01-16 01:00:00,7.0,3.0,49.7,27.5,clear,0.0,0.0,winter,110
2015-01-16 02:00:00,6.5,2.5,55.1,22.0,clear,0.0,0.0,winter,67
2015-01-16 03:00:00,6.5,2.5,55.1,25.0,clear,0.0,0.0,winter,55
2015-01-16 04:00:00,6.5,3.0,51.5,20.5,clear,0.0,0.0,winter,43
2015-01-16 05:00:00,6.5,3.0,51.5,20.5,clear,0.0,0.0,winter,83
